"unigram","bigram","freq"
"will","take",56
"without","the",56
"you","doing",56
"a","dream",55
"a","job",55
"all","night",55
"believe","it",55
"can","go",55
"do","something",55
"don’t","have",55
"filled","with",55
"for","now",55
"found","a",55
"from","me",55
"from","you",55
"fun","and",55
"get","on",55
"house","and",55
"how","long",55
"i","agree",55
"i","use",55
"in","case",55
"is","something",55
"it","now",55
"it","should",55
"its","a",55
"just","because",55
"just","finished",55
"just","one",55
"ll","see",55
"m","on",55
"make","up",55
"me","some",55
"more","like",55
"one","for",55
"only","the",55
"point","of",55
"put","a",55
"said","to",55
"someone","else",55
"t","care",55
"the","church",55
"the","national",55
"the","rain",55
"the","season",55
"think","we",55
"this","way",55
"tired","of",55
"to","some",55
"two","of",55
"very","much",55
"we","must",55
"where","are",55
"why","the",55
"year","i",55
"a","pretty",54
"and","also",54
"at","some",54
"back","of",54
"be","happy",54
"but","still",54
"coming","up",54
"doing","it",54
"following","me",54
"food","and",54
"get","you",54
"hang","out",54
"have","my",54
"i","hear",54
"in","mind",54
"is","being",54
"it","that",54
"keep","the",54
"make","my",54
"off","of",54
"san","diego",54
"t","it",54
"the","blog",54
"the","body",54
"the","earth",54
"the","party",54
"the","words",54
"them","for",54
"then","it",54
"there","for",54
"to","grow",54
"to","wait",54
"try","and",54
"us","for",54
"way","too",54
"what","about",54
"would","make",54
"”","i",53
"a","certain",53
"a","life",53
"a","movie",53
"as","my",53
"cant","wait",53
"congrats","on",53
"do","anything",53
"don’t","know",53
"few","days",53
"had","my",53
"if","a",53
"in","on",53
"in","other",53
"is","great",53
"know","about",53
"love","u",53
"mothers","day",53
"my","brother",53
"my","daughter",53
"not","like",53
"of","other",53
"on","one",53
"on","some",53
"pictures","of",53
"realize","that",53
"rt","if",53
"saw","a",53
"terms","of",53
"the","bus",53
"the","opportunity",53
"the","video",53
"them","out",53
"this","and",53
"time","you",53
"ve","ever",53
"weeks","ago",53
"where","they",53
"a","call",52
"a","family",52
"a","game",52
"a","major",52
"all","is",52
"are","now",52
"at","night",52
"at","one",52
"coming","out",52
"could","do",52
"do","and",52
"done","with",52
"exactly","what",52
"getting","ready",52
"have","seen",52
"i","bet",52
"i","swear",52
"i","wasn",52
"important","to",52
"in","time",52
"it","or",52
"it’s","not",52
"last","day",52
"man","i",52
"me","this",52
"meet","you",52
"member","of",52
"never","be",52
"none","of",52
"not","an",52
"now","on",52
"people","i",52
"people","that",52
"s","go",52
"saw","the",52
"shouldn","t",52
"so","he",52
"still","in",52
"that","your",52
"the","heart",52
"the","kitchen",52
"the","north",52
"the","police",52
"the","process",52
"they","could",52
"thing","is",52
"to","figure",52
"until","you",52
"was","born",52
"we","d",52
"we","went",52
"what","did",52
"will","always",52
"you","be",52
"your","friends",52
"a","full",51
"again","and",51
"are","just",51
"as","one",51
"at","our",51
"attempt","to",51
"believe","in",51
"but","to",51
"change","the",51
"each","of",51
"everything","i",51
"first","day",51
"for","lunch",51
"for","what",51
"free","to",51
"god","is",51
"have","not",51
"headed","to",51
"i","learned",51
"is","where",51
"it","also",51
"just","not",51
"keep","up",51
"my","body",51
"name","of",51
"night","and",51
"night","i",51
"omg","i",51
"on","them",51
"power","of",51
"read","it",51
"really","like",51
"s","an",51
"s","why",51
"taking","a",51
"than","you",51
"the","american",51
"the","kind",51
"the","third",51
"the","us",51
"they","should",51
"to","avoid",51
"to","catch",51
"to","lose",51
"way","you",51
"were","not",51
"you","but",51
"a","party",50
"a","young",50
"about","your",50
"after","that",50
"at","7",50
"be","done",50
"been","to",50
"began","to",50
"best","friend",50
"by","my",50
"cup","of",50
"d","love",50
"down","on",50
"feel","better",50
"from","our",50
"good","i",50
"he","ll",50
"home","from",50
"hours","of",50
"how","s",50
"i","live",50
"in","with",50
"involved","in",50
"it","down",50
"just","need",50
"like","they",50
"moment","when",50
"my","name",50
"my","twitter",50
"of","love",50
"off","my",50
"or","at",50
"out","this",50
"re","in",50
"really","want",50
"remember","the",50
"s/o","to",50
"same","thing",50
"saying","that",50
"something","i",50
"still","be",50
"sure","that",50
"thank","god",50
"that","as",50
"the","author",50
"the","black",50
"the","life",50
"the","office",50
"then","we",50
"they","did",50
"they","just",50
"they","say",50
"this","guy",50
"those","of",50
"to","wear",50
"took","the",50
"was","there",50
"were","in",50
"what","she",50
"where","he",50
"who","will",50
"why","are",50
"without","a",50
"you","with",50
"-","-",49
"a","hard",49
"a","story",49
"ago","i",49
"and","say",49
"back","at",49
"back","i",49
"both","of",49
"but","no",49
"call","it",49
"from","her",49
"from","his",49
"go","for",49
"help","you",49
"here","we",49
"how","they",49
"i","gotta",49
"i","met",49
"i’ve","been",49
"in","every",49
"it","from",49
"makes","it",49
"meant","to",49
"my","wife",49
"not","know",49
"on","sunday",49
"people","of",49
"remember","that",49
"s","still",49
"so","there",49
"start","to",49
"t","a",49
"the","band",49
"the","dark",49
"the","early",49
"the","event",49
"the","line",49
"the","money",49
"the","side",49
"the","song",49
"to","enjoy",49
"to","happen",49
"to","its",49
"two","years",49
"u","can",49
"was","like",49
"way","that",49
"we","go",49
"what","happens",49
"will","go",49
"worth","it",49
"-","we",48
"a","number",48
"a","problem",48
"are","they",48
"be","used",48
"does","that",48
"down","in",48
"for","everyone",48
"get","ready",48
"good","time",48
"great","job",48
"hasn","t",48
"he","says",48
"here","at",48
"him","a",48
"hope","i",48
"i","take",48
"i","wrote",48
"in","nyc",48
"is","how",48
"its","own",48
"know","where",48
"me","feel",48
"more","i",48
"most","people",48
"now","the",48
"or","just",48
"out","how",48
"out","what",48
"pretty","good",48
"r","u",48
"reason","to",48
"s","new",48
"so","if",48
"still","a",48
"t","miss",48
"the","gym",48
"the","link",48
"the","price",48
"this","day",48
"this","has",48
"thought","that",48
"thousands","of",48
"tonight","i",48
"where","is",48
"years","and",48
"–","the",47
"a","perfect",47
"a","result",47
"add","the",47
"although","i",47
"an","awesome",47
"and","enjoy",47
"and","love",47
"and","take",47
"as","many",47
"be","very",47
"be","with",47
"being","the",47
"bout","to",47
"but","at",47
"can","find",47
"comes","from",47
"does","the",47
"followed","by",47
"from","that",47
"fun","to",47
"get","this",47
"happy","new",47
"have","made",47
"how","is",47
"i","came",47
"i","forgot",47
"its","not",47
"morning","i",47
"my","face",47
"my","mother",47
"ok","i",47
"on","all",47
"other","day",47
"s","really",47
"so","long",47
"the","area",47
"the","park",47
"thing","about",47
"time","it",47
"to","begin",47
"was","all",47
"what","if",47
"who","do",47
"will","help",47
"worry","about",47
"write","a",47
"you","take",47
"-","it",46
"a","baby",46
"about","me",46
"all","but",46
"allowed","to",46
"also","the",46
"and","got",46
"are","too",46
"as","possible",46
"at","her",46
"attention","to",46
"but","it’s",46
"but","with",46
"buy","a",46
"come","from",46
"enough","for",46
"for","about",46
"forget","to",46
"have","more",46
"heard","of",46
"him","i",46
"i","finally",46
"in","chicago",46
"in","terms",46
"is","amazing",46
"is","as",46
"is","here",46
"it","you",46
"level","of",46
"little","more",46
"made","my",46
"man","who",46
"means","that",46
"most","important",46
"not","too",46
"of","some",46
"oh","and",46
"only","thing",46
"our","own",46
"plan","to",46
"quality","of",46
"rt","rt",46
"same","way",46
"seemed","to",46
"some","good",46
"t","mean",46
"taking","the",46
"tell","us",46
"thanks","i",46
"that","people",46
"the","baby",46
"the","ball",46
"the","face",46
"the","girls",46
"the","heat",46
"the","light",46
"the","market",46
"the","need",46
"the","opposite",46
"the","situation",46
"the","wall",46
"their","lives",46
"them","on",46
"they","need",46
"they","ve",46
"this","to",46
"to","build",46
"to","fight",46
"to","myself",46
"to","new",46
"us","a",46
"were","all",46
"who","you",46
"work","out",46
"years","old",46
"you","if",46
"you","not",46
"“","i",45
"a","blast",45
"a","look",45
"a","lovely",45
"a","song",45
"all","have",45
"am","going",45
"an","email",45
"and","am",45
"and","give",45
"and","happy",45
"and","new",45
"and","over",45
"and","people",45
"at","any",45
"at","your",45
"but","what",45
"can","also",45
"can","tell",45
"days","i",45
"desire","to",45
"don’t","want",45
"for","sharing",45
"from","one",45
"get","into",45
"go","through",45
"good","news",45
"happy","hour",45
"he","also",45
"he","didn",45
"history","of",45
"home","to",45
"hope","that",45
"hoping","to",45
"i","already",45
"i","asked",45
"if","you’re",45
"in","america",45
"is","right",45
"it","ll",45
"it","means",45
"it","right",45
"likely","to",45
"ll","never",45
"loved","the",45
"m","glad",45
"make","your",45
"my","god",45
"my","little",45
"play","with",45
"s","always",45
"school","and",45
"sign","up",45
"so","bad",45
"some","new",45
"t","feel",45
"t","understand",45
"than","that",45
"that","could",45
"the","red",45
"the","sky",45
"they","make",45
"to","kill",45
"us","at",45
"want","you",45
"we","don’t",45
"where","it",45
"which","the",45
"addition","to",44
"an","interesting",44
"and","it’s",44
"are","doing",44
"at","times",44
"at","www",44
"can","help",44
"case","of",44
"despite","the",44
"do","have",44
"everything","is",44
"few","months",44
"for","two",44
"get","that",44
"go","and",44
"god","and",44
"got","me",44
"have","ever",44
"here","for",44
"him","he",44
"i","ever",44
"im","not",44
"is","better",44
"is","our",44
"it","this",44
"just","don",44
"just","in",44
"just","so",44
"least","i",44
"making","it",44
"me","as",44
"never","had",44
"on","earth",44
"onto","the",44
"outside","the",44
"re","the",44
"really","is",44
"result","of",44
"return","to",44
"s","that",44
"san","francisco",44
"seeing","the",44
"set","of",44
"shut","up",44
"so","now",44
"that","might",44
"the","boys",44
"the","challenge",44
"the","difference",44
"the","picture",44
"the","president",44
"the","series",44
"the","thing",44
"the","woman",44
"think","he",44
"time","we",44
"to","die",44
"to","open",44
"to","sell",44
"to","understand",44
"turned","out",44
"was","able",44
"was","i",44
"was","pretty",44
"work","i",44
"world","and",44
"world","of",44
"would","do",44
"year","s",44
"you","live",44
"–","a",43
"a","minute",43
"a","ton",43
"access","to",43
"always","a",43
"and","i’m",43
"any","more",43
"anyone","who",43
"because","she",43
"been","the",43
"best","to",43
"black","and",43
"can","take",43
"choose","to",43
"could","get",43
"course","i",43
"difficult","to",43
"do","for",43
"everyone","is",43
"everyone","who",43
"for","someone",43
"for","years",43
"happy","friday",43
"having","to",43
"hope","everyone",43
"i","come",43
"i","even",43
"i","liked",43
"i","suppose",43
"is","pretty",43
"it","goes",43
"just","about",43
"lead","to",43
"like","your",43
"m","really",43
"m","sorry",43
"maybe","it",43
"me","about",43
"me","how",43
"me","what",43
"me","you",43
"my","old",43
"my","room",43
"need","some",43
"of","great",43
"our","first",43
"please","please",43
"put","in",43
"rid","of",43
"see","this",43
"stay","in",43
"t","find",43
"tell","the",43
"that","his",43
"that","our",43
"the","bible",43
"the","field",43
"the","group",43
"the","media",43
"to","listen",43
"to","post",43
"to","remember",43
"today","for",43
"tomorrow","i",43
"turns","out",43
"us","know",43
"want","the",43
"well","that",43
"weren","t",43
"when","people",43
"which","we",43
"while","you",43
"who","wants",43
"who","were",43
"you","as",43
"your","family",43
"a","kid",42
"among","the",42
"and","many",42
"and","yet",42
"are","about",42
"been","so",42
"can","we",42
"coming","soon",42
"each","day",42
"everyone","else",42
"found","the",42
"go","home",42
"go","with",42
"happen","to",42
"has","made",42
"hear","the",42
"here","to",42
"however","i",42
"i","looked",42
"in","la",42
"is","doing",42
"is","having",42
"is","nothing",42
"is","out",42
"love","me",42
"m","the",42
"mean","i",42
"my","kids",42
"next","day",42
"not","for",42
"now","in",42
"of","any",42
"of","money",42
"okay","i",42
"on","tv",42
"only","be",42
"re","welcome",42
"s","about",42
"sitting","on",42
"so","proud",42
"so","this",42
"so","true",42
"some","more",42
"stuck","in",42
"t","give",42
"t","take",42
"that","just",42
"the","bar",42
"the","current",42
"there","i",42
"these","things",42
"this","would",42
"through","my",42
"to","cut",42
"to","hang",42
"to","hit",42
"to","provide",42
"to","walk",42
"tonight","s",42
"too","long",42
"up","your",42
"us","in",42
"us","that",42
"us","we",42
"using","a",42
"was","more",42
"wearing","a",42
"what","does",42
"why","you",42
"work","to",42
"you","give",42
"you","mean",42
"you","still",42
"a","gift",41
"a","moment",41
"a","piece",41
"all","it",41
"and","made",41
"and","only",41
"and","put",41
"are","always",41
"are","no",41
"at","his",41
"at","school",41
"be","good",41
"be","honest",41
"be","your",41
"does","anyone",41
"every","single",41
"few","hours",41
"follow","you",41
"for","dinner",41
"form","of",41
"getting","the",41
"given","the",41
"god","i",41
"guys","are",41
"has","not",41
"have","your",41
"hit","me",41
"i","make",41
"i","spent",41
"i","write",41
"is","such",41
"it","gets",41
"it","we",41
"just","be",41
"left","the",41
"life","of",41
"lived","in",41
"los","angeles",41
"majority","of",41
"man","and",41
"not","been",41
"not","good",41
"not","my",41
"now","we",41
"of","good",41
"of","school",41
"one","or",41
"out","from",41
"outside","of",41
"response","to",41
"s","it",41
"s","time",41
"should","not",41
"similar","to",41
"sitting","in",41
"so","she",41
"so","when",41
"such","an",41
"t","say",41
"t","sleep",41
"take","on",41
"that","had",41
"that","of",41
"that","to",41
"the","better",41
"the","camera",41
"the","corner",41
"the","latest",41
"the","radio",41
"the","south",41
"the","title",41
"them","as",41
"them","the",41
"them","with",41
"this","afternoon",41
"time","at",41
"time","is",41
"to","any",41
"today","we",41
"tries","to",41
"variety","of",41
"what","kind",41
"which","are",41
"who","would",41
"will","come",41
"win","the",41
"you","back",41
"you","from",41
"@","the",40
"a","high",40
"a","list",40
"always","been",40
"and","why",40
"and","yes",40
"are","at",40
"are","your",40
"as","in",40
"be","here",40
